INPUT [128]:
  1.7751,  -1.8173,  -0.9590,  -0.8725,  -1.9990,  -0.1686,   1.0404,   0.7809,   1.6720,   0.1466,   0.4183,   0.8054,   1.0493,   1.4443,   0.0017,   0.5689,   0.8345,  -0.3732,  -0.7398,   1.1225,  -1.7947,  -0.8200,   0.9045,   0.2359,   1.9356,   1.3059,  -0.3736,   0.9400,   1.1240,  -0.8029,  -1.2822,   1.6827,   0.6064,  -1.4559,   0.0267,  -1.1949,   0.3059,   1.8017,  -0.6581,  -1.3996,   0.1969,  -0.6306,  -1.6536,  -1.7238,  -1.3774,   1.6871,   1.1332,   1.2282,  -0.8578,   1.3831,   1.3991,   0.1822,  -0.2520,  -1.3613,   1.9366,  -0.6791,  -1.1939,   0.5060,  -1.9256,  -1.0446,   1.6111,  -1.6652,  -0.2590,  -0.8735,   0.8954,   0.6842,   1.5318,   1.2250,   0.2290,   1.4758,   1.1355,  -1.9199,   1.2557,   1.6208,  -0.1417,  -0.3145,  -1.0908,   1.2577,  -1.0939,  -1.6838,  -0.8085,   1.2061,  -1.5359,   1.0808,   1.1428,   1.5335,   0.5845,  -1.7164,  -1.6388,  -0.6371,  -0.7398,   1.3062,   1.8399,  -1.3665,   0.7243,   1.0270,  -1.1410,  -0.8281,   0.7486,  -0.2348,  -1.1748,  -1.5393,  -0.1558,   0.7958,  -0.6106,   1.3936,   0.7569,   1.7779,   0.0993,  -1.2464,   1.1459,  -0.1851,  -1.6013,  -1.2426,  -1.1930,   0.8926,  -1.0709,  -0.2810,   1.6352,   0.9610,  -0.6951,   1.2892,   1.7358,  -1.1019,  -0.4961,   0.6660,  -0.2412,  -0.6195, 

WEIGHTS [64 x 128]:
 -0.1353,   0.7218,  -0.6579,  -0.3473,  -0.6039,  -0.6017,  -0.3206,   0.9093,  -0.4191,  -0.0004,  -0.7885,   0.3574,   0.3181,  -0.3527,   0.6724,  -0.4328,   0.6485,   0.5996,  -0.7539,  -0.2302,  -0.2595,  -0.8822,  -0.4754,  -0.2507,  -0.9948,  -0.2797,   0.4211,   0.9171,  -0.1522,   0.1307,  -0.0021,  -0.9080,   0.1017,   0.1045,  -0.7847,  -0.9954,  -0.3582,   0.2764,  -0.7262,  -0.8368,   0.0858,  -0.3703,   0.9164,   0.2599,  -0.6688,   0.1029,  -0.3151,  -0.8866,   0.1206,   0.9595,  -0.1757,   0.2804,   0.0028,   0.5183,   0.0551,  -0.3424,  -0.1129,   0.8249,   0.8432,   0.3692,  -0.6672,  -0.9236,   0.0873,  -0.0763,   0.4927,   0.3678,   0.9307,  -0.5618,   0.5561,  -0.6863,  -0.2554,  -0.7309,  -0.1773,   0.5237,  -0.6492,  -0.6210,  -0.3612,   0.4169,  -0.2342,  -0.1518,  -0.6927,   0.9047,   0.4164,  -0.9599,   0.2816,  -0.2382,  -0.9937,  -0.9985,   0.8044,  -0.5078,  -0.7987,  -0.7485,  -0.3257,  -0.3474,  -0.7382,   0.2479,  -0.6524,  -0.4706,   0.2642,   0.8687,  -0.4283,   0.4707,   0.8645,  -0.8540,   0.1703,   0.0904,  -0.6062,  -0.5667,  -0.1024,  -0.5858,  -0.3798,   0.4299,   0.9544,  -0.2796,  -0.8069,   0.0367,  -0.7534,  -0.0502,  -0.0129,   0.6623,  -0.6416,  -0.7343,  -0.0070,  -0.6196,  -0.4046,   0.5397,  -0.9848,   0.5094, 
  0.3287,  -0.1338,   0.1837,  -0.8445,   0.4946,  -0.5215,   0.7486,   0.5757,  -0.4700,   0.4868,   0.3756,   0.9251,  -0.5065,  -0.2345,  -0.2017,  -0.5103,  -0.2318,  -0.6475,  -0.4265,   0.4414,  -0.2879,   0.9794,  -0.6815,   0.9246,   0.3880,  -0.2695,  -0.2534,  -0.7711,  -0.8911,  -0.3444,  -0.8813,   0.9119,  -0.5101,   0.4382,   0.0003,   0.1063,   0.8596,   0.5333,   0.4569,  -0.6208,  -0.2539,   0.7255,   0.3481,  -0.8349,  -0.9545,   0.1759,  -0.9808,  -0.5544,  -0.3684,  -0.1080,   0.9988,  -0.0216,  -0.5039,  -0.7084,   0.0997,   0.6705,   0.2447,  -0.7327,   0.6298,  -0.0043,  -0.6253,  -0.8386,   0.6455,  -0.4966,  -0.7805,   0.8453,   0.5265,  -0.2687,  -0.3996,  -0.3696,  -0.6403,  -0.5302,   0.4572,   0.9335,   0.4735,   0.7857,   0.7463,  -0.7035,   0.4737,  -0.4496,  -0.5050,   0.6244,  -0.7618,  -0.1768,   0.0262,  -0.0427,   0.3592,   0.1741,   0.9082,  -0.8168,   0.0228,   0.2365,   0.6171,  -0.5256,  -0.5670,  -0.8297,  -0.4914,   0.6258,   0.5772,  -0.7717,   0.7089,  -0.7963,  -0.4128,  -0.4440,  -0.6186,   0.5137,   0.1198,  -0.4268,  -0.5776,  -0.3665,  -0.2067,   0.1902,  -0.7693,  -0.8813,  -0.1216,   0.2866,   0.3145,  -0.7860,   0.9789,  -0.9629,   0.7942,   0.2437,   0.6862,  -0.9044,  -0.0238,  -0.4732,   0.6497,  -0.6269, 
  0.7936,  -0.2505,   0.4682,  -0.2150,   0.6970,   0.0949,   0.5505,  -0.3651,  -0.1906,   0.2503,   0.8987,   0.7539,  -0.8488,  -0.0577,  -0.4760,   0.9554,  -0.3149,  -0.6944,  -0.2696,  -0.3645,  -0.1694,   0.6600,   0.5518,   0.4482,   0.9962,  -0.9159,  -0.4325,  -0.8967,  -0.0982,  -0.0420,  -0.8529,  -0.6924,   0.3763,   0.4150,  -0.0403,   0.6267,   0.1658,  -0.2498,   0.1683,  -0.0193,   0.0874,   0.4521,  -0.5824,   0.4169,  -0.2778,  -0.3671,  -0.0291,   0.9854,  -0.8424,  -0.1167,  -0.8023,  -0.8332,  -0.3321,  -0.5596,  -0.7401,  -0.4786,  -0.4093,   0.1845,   0.1114,  -0.7976,  -0.2129,  -0.7085,   0.9726,  -0.4725,  -0.4528,   0.5800,   0.6251,  -0.5382,   0.8336,   0.9458,   0.0279,   0.4888,   0.1886,  -0.9072,  -0.4369,   0.3351,  -0.5877,  -0.5456,  -0.0392,  -0.8174,  -0.0673,   0.1867,  -0.1657,   0.1114,  -0.7710,   0.1435,  -0.3109,  -0.7955,  -0.7571,  -0.7450,  -0.3749,   0.9438,   0.5400,   0.0624,   0.1087,   0.6636,   0.7116,   0.4379,  -0.1634,   0.0187,  -0.1670,   0.4911,  -0.1150,  -0.2169,  -0.8603,  -0.0080,   0.9837,  -0.2239,   0.1209,   0.8357,  -0.9598,  -0.2489,  -0.2786,  -0.2628,  -0.7873,  -0.7634,   0.4227,   0.7222,   0.7515,  -0.4379,  -0.2947,   0.4588,   0.6483,  -0.7323,   0.2293,  -0.6278,   0.8444,   0.9639, 
  0.6540,   0.1960,   0.0521,  -0.4520,   0.0157,   0.0818,   0.0741,   0.3583,  -0.3239,  -0.0868,  -0.3666,  -0.0680,   0.6775,   0.1774,  -0.0602,   0.8778,  -0.7176,  -0.0549,  -0.6563,   0.5331,  -0.9695,  -0.5033,  -0.0791,   0.1332,   0.3299,  -0.3280,  -0.0446,  -0.4988,   0.7918,   0.5608,  -0.1530,   0.6858,  -0.9828,  -0.0871,   0.3904,   0.0079,   0.2139,   0.6506,   0.4855,   0.3004,   0.9996,  -0.0675,  -0.7133,  -0.7534,   0.4806,  -0.2844,  -0.2667,  -0.9292,  -0.1820,  -0.0769,  -0.6572,  -0.3278,   0.3616,   0.3801,  -0.5572,  -0.9274,  -0.4955,   0.2261,   0.9666,  -0.6286,  -0.0755,   0.9527,   0.7256,   0.8333,   0.4348,   0.6896,  -0.6207,  -0.3530,  -0.7779,  -0.2048,   0.9655,   0.1292,  -0.6135,  -0.7822,   0.2326,  -0.2645,  -0.5812,   0.5064,  -0.7477,   0.2232,   0.4610,  -0.0083,  -0.1180,  -0.2253,  -0.5985,   0.6887,   0.1942,   0.8032,   0.8895,  -0.3628,  -0.0129,   0.1489,  -0.1535,   0.8633,  -0.2477,   0.4758,   0.7151,  -0.3699,  -0.3391,  -0.3536,   0.9131,  -0.3945,   0.2755,   0.9024,  -0.8046,   0.7593,  -0.6620,   0.5727,   0.5538,   0.5777,   0.6253,  -0.1714,   0.4977,  -0.0005,   0.1393,  -0.1577,  -0.9473,   0.6316,  -0.3925,   0.7597,   0.9970,   0.1917,  -0.0211,   0.9662,  -0.3527,  -0.0816,  -0.9475,  -0.6866, 
  0.8321,  -0.5035,  -0.1041,   0.9556,   0.8200,   0.3141,  -0.6446,  -0.4281,  -0.1314,  -0.9083,  -0.2484,  -0.6091,  -0.8983,  -0.2574,  -0.3749,   0.7056,   0.9298,   0.8852,   0.1160,   0.9669,   0.4796,  -0.6043,  -0.7819,   0.3272,  -0.2066,  -0.4049,  -0.2917,   0.9433,  -0.8678,  -0.9933,  -0.4624,  -0.2644,   0.8853,   0.6467,  -0.4644,  -0.3823,   0.2793,   0.9980,   0.3361,  -0.2187,  -0.4356,   0.6464,  -0.1904,  -0.1107,   0.3744,   0.1167,   0.4162,  -0.6490,  -0.0019,  -0.1561,  -0.6130,  -0.3794,   0.4126,   0.3734,  -0.9996,  -0.8002,   0.8401,   0.4305,  -0.5750,   0.1204,   0.5776,  -0.7354,   0.9481,  -0.6876,   0.7401,   0.9095,   0.7705,   0.6887,   0.3477,   0.2064,  -0.0243,  -0.6299,  -0.8164,   0.1502,  -0.5889,   0.7352,   0.2895,  -0.8473,   0.5324,   0.4775,  -0.4576,   0.8360,  -0.1181,   0.7176,   0.6271,   0.9995,   0.3059,  -0.4435,  -0.2050,   0.3551,   0.2520,  -0.0873,   0.0350,   0.5110,   0.6568,  -0.0681,   0.0523,  -0.3578,   0.9324,  -0.3065,   0.6665,   0.0292,   0.1556,   0.3334,   0.1326,   0.7988,  -0.4947,  -0.5117,  -0.7083,  -0.6088,   0.3701,  -0.0470,   0.3935,  -0.6912,   0.4058,  -0.5815,  -0.8275,   0.2729,  -0.2314,   0.2941,  -0.9155,  -0.0329,  -0.8074,  -0.8489,   0.0471,  -0.4389,   0.9055,   0.2374, 
 -0.6113,  -0.5794,   0.9313,   0.6068,   0.8797,   0.0068,   0.4252,  -0.6163,   0.9469,   0.9016,  -0.0401,  -0.7149,   0.1558,  -0.8415,   0.1809,   0.6484,  -0.5120,  -0.6119,  -0.9174,   0.0314,   0.4378,   0.8522,   0.0022,   0.3510,   0.9262,  -0.2862,   0.0610,  -0.7409,  -0.7945,  -0.3120,   0.3934,  -0.1657,  -0.9692,  -0.0567,   0.8851,   0.9046,  -0.3330,  -0.0254,   0.2162,  -0.4570,   0.6105,  -0.6647,  -0.5880,   0.3809,  -0.1424,  -0.1531,  -0.6671,  -0.3813,  -0.6516,   0.7424,   0.5909,   0.0764,   0.8388,   0.9957,  -0.4834,  -0.0595,   0.7956,   0.5908,  -0.6892,  -0.2366,   0.0420,  -0.6897,   0.3770,  -0.5044,  -0.1389,  -0.1108,  -0.1803,  -0.1123,  -0.0705,   0.6298,  -0.9953,   0.7887,  -0.8169,  -0.1800,  -0.1019,  -0.8256,  -0.7790,   0.2581,  -0.3507,  -0.4670,  -0.7264,  -0.7701,  -0.9490,  -0.0816,   0.3478,  -0.8395,  -0.9510,  -0.0994,   0.5971,   0.6410,   0.6389,  -0.1898,   0.2649,   0.9029,   0.8928,  -0.1857,   0.9125,  -0.3477,  -0.0493,   0.6640,  -0.3268,  -0.2820,  -0.5071,  -0.5825,  -0.1224,   0.9227,   0.0863,   0.4573,  -0.7690,   0.6346,  -0.7900,  -0.0806,  -0.4616,  -0.7768,   0.7233,  -0.2818,   0.6832,   0.0809,  -0.6753,  -0.4700,  -0.0970,   0.7000,   0.8031,   0.9839,   0.4192,  -0.6939,  -0.7801,  -0.4757, 
  0.9508,   0.3555,  -0.1798,   0.6641,  -0.6728,   0.1540,   0.3991,   0.8744,   0.0451,   0.1345,   0.1760,   0.0401,  -0.9837,  -0.7124,   0.9626,   0.5059,  -0.6740,  -0.0995,  -0.0278,  -0.1565,  -0.5753,  -0.8283,   0.1308,   0.0601,  -0.5084,  -0.6007,  -0.6348,   0.4312,   0.7559,  -0.1858,   0.7982,  -0.8706,  -0.5771,  -0.4631,   0.7030,   0.3282,   0.3468,   0.6841,   0.6647,  -0.4757,   0.1063,  -0.0348,  -0.6433,  -0.1275,  -0.3950,  -0.0445,   0.0401,   0.6459,  -0.6695,   0.6013,  -0.4103,  -0.2543,  -0.0565,  -0.4844,   0.3149,   0.1814,  -0.5135,   0.8340,   0.2501,   0.4065,  -0.3381,   0.6816,  -0.3676,  -0.5041,  -0.1476,  -0.0214,   0.2413,   0.8055,   0.4839,   0.1506,   0.7319,  -0.6123,   0.6656,   0.1952,  -0.5093,  -0.3321,  -0.7499,   0.4806,  -0.6804,   0.8284,  -0.4041,  -0.8319,   0.7571,   0.7208,   0.2903,   0.3696,  -0.4019,  -0.0314,   0.9033,   0.5848,   0.3414,   0.5501,   0.4992,   0.6486,  -0.0585,  -0.8696,   0.3354,  -0.2034,   0.1436,   0.2436,   0.7005,   0.4278,  -0.7820,  -0.6188,   0.1096,  -0.4221,   0.2266,   0.7159,  -0.9996,   0.1169,  -0.1070,  -0.8860,  -0.0412,   0.0214,  -0.4810,  -0.3466,   0.9987,  -0.9073,  -0.6379,  -0.9249,   0.9068,   0.5085,   0.2572,   0.0984,   0.2251,  -0.0699,  -0.1186,   0.9304, 
